year,ac_no,ac_name,ac_type,cand_sex,partyname,totvotpoll,electors
2005.1,149,Nathnagar,GEN,M,Lok Jan Shakti Party,6411,247276
2005.1,149,Nathnagar,GEN,M,Bahujan Samaj Party,7110,247276
2005.1,149,Nathnagar,GEN,M,Rashtriya Janata Dal,41211,247276
2005.1,149,Nathnagar,GEN,F,Janata Dal (United),45646,247276
2005.1,150,Bhagalpur,GEN,M,Muslim League Kerala State Committee,946,262277
2005.1,150,Bhagalpur,GEN,M,Independent,1262,262277
2005.1,150,Bhagalpur,GEN,M,Bahujan Samaj Party,1913,262277
2005.1,150,Bhagalpur,GEN,M,Lok Jan Shakti Party,2645,262277
2005.1,150,Bhagalpur,GEN,M,Indian National Congress,31921,262277
2005.1,150,Bhagalpur,GEN,M,Bharatiya Janata Party,53698,262277
2005.1,151,Gopalpur,GEN,M,Bahujan Samaj Party,1185,211342
2005.1,151,Gopalpur,GEN,M,Communist Party of India (Marxist-Leninist) (Liberation),1780,211342
2005.1,151,Gopalpur,GEN,M,Proutist Sarva Samaj Party,3337,211342
2005.1,151,Gopalpur,GEN,M,Lok Jan Shakti Party,8493,211342
2005.1,151,Gopalpur,GEN,M,Rashtriya Janata Dal,33037,211342
2005.1,151,Gopalpur,GEN,M,Janata Dal (United),48049,211342
2005.1,152,Bihpur,GEN,M,Independent,1153,180850
2005.1,152,Bihpur,GEN,M,Independent,1227,180850
2005.1,152,Bihpur,GEN,M,Independent,1539,180850
2005.1,152,Bihpur,GEN,M,Independent,2451,180850
2005.1,152,Bihpur,GEN,F,Lok Jan Shakti Party,7581,180850
2005.1,152,Bihpur,GEN,M,Bharatiya Janata Party,32842,180850
2005.1,152,Bihpur,GEN,M,Rashtriya Janata Dal,33284,180850
2005.1,153,Sultanganj,SC,M,Independent,782,249110
2005.1,153,Sultanganj,SC,M,Independent,878,249110
2005.1,153,Sultanganj,SC,M,Samajwadi Party,2006,249110
2005.1,153,Sultanganj,SC,M,Independent,2683,249110
2005.1,153,Sultanganj,SC,M,Independent,2888,249110
2005.1,153,Sultanganj,SC,M,Bahujan Samaj Party,3074,249110
2005.1,153,Sultanganj,SC,M,Communist Party of India,6508,249110
2005.1,153,Sultanganj,SC,M,Rashtriya Janata Dal,36367,249110
2005.1,153,Sultanganj,SC,M,Janata Dal (United),48063,249110
2005.1,154,Amarpur,GEN,M,Independent,1151,217598
2005.1,154,Amarpur,GEN,M,Bahujan Samaj Party,1620,217598
2005.1,154,Amarpur,GEN,M,Independent,2169,217598
2005.1,154,Amarpur,GEN,M,Samajwadi Party,2211,217598
2005.1,154,Amarpur,GEN,M,Independent,6193,217598
2005.1,154,Amarpur,GEN,F,Lok Jan Shakti Party,10082,217598
2005.1,154,Amarpur,GEN,M,Janata Dal (United),31278,217598
2005.1,154,Amarpur,GEN,M,Rashtriya Janata Dal,33679,217598
2005.1,155,Dhuraiya,SC,M,Bahujan Samaj Party,4092,211592
2005.1,155,Dhuraiya,SC,M,Indian National Congress,20838,211592
2005.1,155,Dhuraiya,SC,M,Communist Party of India,29467,211592
2005.1,155,Dhuraiya,SC,M,Janata Dal (United),47697,211592
2005.1,156,Banka,GEN,M,Independent,931,200897
2005.1,156,Banka,GEN,M,Bahujan Samaj Party,2470,200897
2005.1,156,Banka,GEN,M,Independent,2512,200897
2005.1,156,Banka,GEN,M,Samata Party,2862,200897
2005.1,156,Banka,GEN,M,Lok Jan Shakti Party,6363,200897
2005.1,156,Banka,GEN,M,Rashtriya Janata Dal,35200,200897
2005.1,156,Banka,GEN,M,Bharatiya Janata Party,44470,200897
2005.1,157,Belhar,GEN,M,Independent,1093,184840
2005.1,157,Belhar,GEN,M,Samajwadi Party,1797,184840
2005.1,157,Belhar,GEN,M,Independent,2527,184840
2005.1,157,Belhar,GEN,M,Lok Jan Shakti Party,4864,184840
2005.1,157,Belhar,GEN,M,Bahujan Samaj Party,10810,184840
2005.1,157,Belhar,GEN,M,Rashtriya Janata Dal,27142,184840
2005.1,157,Belhar,GEN,M,Janata Dal (United),32970,184840
2005.1,158,Katoria,GEN,M,Independent,1763,212654
2005.1,158,Katoria,GEN,M,Independent,2607,212654
2005.1,158,Katoria,GEN,M,Independent,4689,212654
2005.1,158,Katoria,GEN,M,Bahujan Samaj Party,4927,212654
2005.1,158,Katoria,GEN,M,Independent,5154,212654
2005.1,158,Katoria,GEN,M,Lok Jan Shakti Party,10024,212654
2005.1,158,Katoria,GEN,M,Bharatiya Janata Party,38644,212654
2005.1,158,Katoria,GEN,M,Rashtriya Janata Dal,38724,212654
2005.1,159,Chakai,GEN,M,Samajwadi Party,997,213172
2005.1,159,Chakai,GEN,M,Independent,1177,213172
2005.1,159,Chakai,GEN,M,Independent,2064,213172
2005.1,159,Chakai,GEN,M,Bahujan Samaj Party,2425,213172
2005.1,159,Chakai,GEN,M,Independent,2851,213172
2005.1,159,Chakai,GEN,M,Revolutionary Socialist Party,3649,213172
2005.1,159,Chakai,GEN,M,Lok Jan Shakti Party,17050,213172
2005.1,159,Chakai,GEN,M,Indian National Congress,18575,213172
2005.1,159,Chakai,GEN,M,Janata Dal (United),19292,213172
2005.1,159,Chakai,GEN,M,Bharatiya Janata Party,24975,213172
2005.1,160,Jhajha,GEN,M,Independent,851,188420
2005.1,160,Jhajha,GEN,M,Independent,1604,188420
2005.1,160,Jhajha,GEN,M,Bahujan Samaj Party,1675,188420
2005.1,160,Jhajha,GEN,M,Independent,2512,188420
2005.1,160,Jhajha,GEN,M,Samajwadi Party,3337,188420
2005.1,160,Jhajha,GEN,M,Lok Jan Shakti Party,5595,188420
2005.1,160,Jhajha,GEN,F,Independent,5816,188420
2005.1,160,Jhajha,GEN,M,Rashtriya Janata Dal,25445,188420
2005.1,160,Jhajha,GEN,M,Janata Dal (United),37789,188420
2005.1,161,Tarapur,GEN,M,Samajwadi Janata Party(Rashtriya),1068,185186
2005.1,161,Tarapur,GEN,M,Independent,2046,185186
2005.1,161,Tarapur,GEN,M,Bahujan Samaj Party,2260,185186
2005.1,161,Tarapur,GEN,M,Lok Jan Shakti Party,8908,185186
2005.1,161,Tarapur,GEN,M,Janata Dal (United),32217,185186
2005.1,161,Tarapur,GEN,M,Rashtriya Janata Dal,32828,185186
2005.1,162,Kharagpur,GEN,M,Bahujan Samaj Party,3023,221971
2005.1,162,Kharagpur,GEN,M,Independent,3548,221971
2005.1,162,Kharagpur,GEN,M,Independent,4090,221971
2005.1,162,Kharagpur,GEN,F,Lok Jan Shakti Party,8165,221971
2005.1,162,Kharagpur,GEN,F,Rashtriya Janata Dal,31345,221971
2005.1,162,Kharagpur,GEN,M,Janata Dal (United),43945,221971
2005.1,163,Parbatta,GEN,M,Independent,527,205136
2005.1,163,Parbatta,GEN,M,Proutist Sarva Samaj Party,601,205136
2005.1,163,Parbatta,GEN,M,Samajwadi Party,947,205136
2005.1,163,Parbatta,GEN,M,Bahujan Samaj Party,1055,205136
2005.1,163,Parbatta,GEN,M,Akhil Bharatiya Jan Sangh,1562,205136
2005.1,163,Parbatta,GEN,M,Independent,2354,205136
2005.1,163,Parbatta,GEN,M,Independent,2540,205136
2005.1,163,Parbatta,GEN,M,Independent,2623,205136
2005.1,163,Parbatta,GEN,M,Lok Jan Shakti Party,4004,205136
2005.1,163,Parbatta,GEN,M,Independent,41539,205136
2005.1,163,Parbatta,GEN,M,Janata Dal (United),45684,205136
2005.1,164,Chautham,GEN,M,Bahujan Samaj Party,2028,204018
2005.1,164,Chautham,GEN,M,Samajwadi Party,2084,204018
2005.1,164,Chautham,GEN,M,Independent,3673,204018
2005.1,164,Chautham,GEN,M,Indian National Congress,3829,204018
2005.1,164,Chautham,GEN,M,Kosi Vikas Party,27071,204018
2005.1,164,Chautham,GEN,F,Lok Jan Shakti Party,29270,204018
2005.1,164,Chautham,GEN,M,Janata Dal (United),30292,204018
2005.1,165,Khagaria,GEN,F,Samajwadi Janata Party(Rashtriya),1108,211335
2005.1,165,Khagaria,GEN,M,Akhil Bharatiya Desh Bhakt Morcha,1769,211335
2005.1,165,Khagaria,GEN,M,Samajwadi Party,1939,211335
2005.1,165,Khagaria,GEN,F,Independent,8216,211335
2005.1,165,Khagaria,GEN,M,Independent,9776,211335
2005.1,165,Khagaria,GEN,M,Lok Jan Shakti Party,10502,211335
2005.1,165,Khagaria,GEN,M,Communist Party of India (Marxist),26845,211335
2005.1,165,Khagaria,GEN,F,Janata Dal (United),37899,211335
2005.1,166,Alauli,SC,F,Janata Dal (United),14260,191426
2005.1,166,Alauli,SC,M,Rashtriya Janata Dal,32293,191426
2005.1,166,Alauli,SC,M,Lok Jan Shakti Party,40870,191426
2005.1,167,Monghyr,GEN,M,Independent,417,225155
2005.1,167,Monghyr,GEN,M,Independent,469,225155
2005.1,167,Monghyr,GEN,M,Independent,653,225155
2005.1,167,Monghyr,GEN,M,Bahujan Samaj Party,1038,225155
2005.1,167,Monghyr,GEN,M,Samata Party,1100,225155
2005.1,167,Monghyr,GEN,M,Independent,1230,225155
2005.1,167,Monghyr,GEN,M,Samajwadi Party,1366,225155
2005.1,167,Monghyr,GEN,M,Independent,2632,225155
2005.1,167,Monghyr,GEN,M,Lok Jan Shakti Party,2704,225155
2005.1,167,Monghyr,GEN,M,Indian National Congress,21463,225155
2005.1,167,Monghyr,GEN,M,Janata Dal (United),59381,225155
2005.1,168,Jamalpur,GEN,M,Independent,669,209145
2005.1,168,Jamalpur,GEN,M,Akhil Bharatiya Desh Bhakt Morcha,921,209145
2005.1,168,Jamalpur,GEN,M,Independent,1142,209145
2005.1,168,Jamalpur,GEN,M,Communist Party of India (Marxist-Leninist) (Liberation),1316,209145
2005.1,168,Jamalpur,GEN,M,Independent,1750,209145
2005.1,168,Jamalpur,GEN,M,Samata Party,1927,209145
2005.1,168,Jamalpur,GEN,F,Lok Jan Shakti Party,10273,209145
2005.1,168,Jamalpur,GEN,M,Rashtriya Janata Dal,19976,209145
2005.1,168,Jamalpur,GEN,M,Janata Dal (United),52682,209145
2005.1,169,Surajgarha,GEN,M,Independent,1310,231469
2005.1,169,Surajgarha,GEN,M,Independent,1480,231469
2005.1,169,Surajgarha,GEN,M,Independent,1920,231469
2005.1,169,Surajgarha,GEN,M,Independent,2202,231469
2005.1,169,Surajgarha,GEN,M,Bahujan Samaj Party,2423,231469
2005.1,169,Surajgarha,GEN,M,Lok Jan Shakti Party,15599,231469
2005.1,169,Surajgarha,GEN,M,Rashtriya Janata Dal,37239,231469
2005.1,169,Surajgarha,GEN,M,Bharatiya Janata Party,39703,231469
2005.1,170,Jamui,GEN,M,Independent,2185,242872
2005.1,170,Jamui,GEN,M,Bahujan Samaj Party,2365,242872
2005.1,170,Jamui,GEN,M,Samata Party,3037,242872
2005.1,170,Jamui,GEN,M,Independent,3590,242872
2005.1,170,Jamui,GEN,M,Independent,3753,242872
2005.1,170,Jamui,GEN,M,Lok Jan Shakti Party,21278,242872
2005.1,170,Jamui,GEN,M,Rashtriya Janata Dal,29878,242872
2005.1,170,Jamui,GEN,M,Janata Dal (United),38968,242872
2005.1,171,Sikandra,SC,M,Bahujan Samaj Party,3256,227487
2005.1,171,Sikandra,SC,M,Communist Party of India,14228,227487
2005.1,171,Sikandra,SC,M,Rashtriya Janata Dal,22695,227487
2005.1,171,Sikandra,SC,M,Janata Dal (United),38060,227487
2005.1,172,Lakhisarai,GEN,M,Independent,565,248298
2005.1,172,Lakhisarai,GEN,M,Independent,598,248298
2005.1,172,Lakhisarai,GEN,M,Independent,600,248298
2005.1,172,Lakhisarai,GEN,M,Independent,968,248298
2005.1,172,Lakhisarai,GEN,M,Independent,1057,248298
2005.1,172,Lakhisarai,GEN,M,Independent,1890,248298
2005.1,172,Lakhisarai,GEN,M,Bahujan Samaj Party,2535,248298
2005.1,172,Lakhisarai,GEN,M,Independent,2676,248298
2005.1,172,Lakhisarai,GEN,M,Lok Jan Shakti Party,9217,248298
2005.1,172,Lakhisarai,GEN,M,Bharatiya Janata Party,41366,248298
2005.1,172,Lakhisarai,GEN,M,Rashtriya Janata Dal,41448,248298
2005.1,173,Sheikhpura,GEN,F,Samajwadi Party,2071,221152
2005.1,173,Sheikhpura,GEN,M,Bahujan Samaj Party,2398,221152
2005.1,173,Sheikhpura,GEN,M,Independent,3105,221152
2005.1,173,Sheikhpura,GEN,M,Janata Dal (United),14834,221152
2005.1,173,Sheikhpura,GEN,F,Independent,23528,221152
2005.1,173,Sheikhpura,GEN,F,Indian National Congress,35976,221152
2005.1,174,Barbigha,SC,M,Independent,1515,195552
2005.1,174,Barbigha,SC,F,Bahujan Samaj Party,1605,195552
2005.1,174,Barbigha,SC,M,Independent,2514,195552
2005.1,174,Barbigha,SC,M,Lok Jan Shakti Party,6239,195552
2005.1,174,Barbigha,SC,M,Indian National Congress,24550,195552
2005.1,174,Barbigha,SC,M,Janata Dal (United),34223,195552
2005.1,175,Asthawan,GEN,M,Samata Party,1625,196594
2005.1,175,Asthawan,GEN,M,Bahujan Samaj Party,2051,196594
2005.1,175,Asthawan,GEN,M,Independent,3720,196594
2005.1,175,Asthawan,GEN,M,Independent,24988,196594
2005.1,175,Asthawan,GEN,M,Janata Dal (United),40474,196594
2005.1,176,Bihar,GEN,M,Independent,466,272463
2005.1,176,Bihar,GEN,M,Independent,733,272463
2005.1,176,Bihar,GEN,M,Bahujan Samaj Party,897,272463
2005.1,176,Bihar,GEN,M,Independent,1040,272463
2005.1,176,Bihar,GEN,M,Independent,1865,272463
2005.1,176,Bihar,GEN,M,Lok Jan Shakti Party,2329,272463
2005.1,176,Bihar,GEN,M,Communist Party of India (Marxist-Leninist) (Liberation),2384,272463
2005.1,176,Bihar,GEN,M,Independent,2727,272463
2005.1,176,Bihar,GEN,M,Rashtriya Janata Dal,39227,272463
2005.1,176,Bihar,GEN,M,Janata Dal (United),62634,272463
2005.1,177,Rajgir,SC,M,Rashtriya Lok Dal,600,193051
2005.1,177,Rajgir,SC,M,Akhil Bharat Hindu Mahasabha,919,193051
2005.1,177,Rajgir,SC,M,Bahujan Samaj Party,1271,193051
2005.1,177,Rajgir,SC,M,Independent,1688,193051
2005.1,177,Rajgir,SC,M,Samajwadi Party,2256,193051
2005.1,177,Rajgir,SC,M,Communist Party of India (Marxist),9858,193051
2005.1,177,Rajgir,SC,M,Communist Party of India,10328,193051
2005.1,177,Rajgir,SC,M,Bharatiya Janata Party,36344,193051
2005.1,178,Nalanda,GEN,M,Independent,1600,189081
2005.1,178,Nalanda,GEN,M,Independent,1618,189081
2005.1,178,Nalanda,GEN,M,Independent,1701,189081
2005.1,178,Nalanda,GEN,M,Communist Party of India (Marxist-Leninist) (Liberation),2186,189081
2005.1,178,Nalanda,GEN,M,Bahujan Samaj Party,2312,189081
2005.1,178,Nalanda,GEN,M,All India Forward Bloc,33756,189081
2005.1,178,Nalanda,GEN,M,Janata Dal (United),37806,189081
2005.1,179,Islampur,GEN,M,Bahujan Samaj Party,2876,218651
2005.1,179,Islampur,GEN,M,Independent,3192,218651
2005.1,179,Islampur,GEN,M,Communist Party of India (Marxist-Leninist) (Liberation),5197,218651
2005.1,179,Islampur,GEN,M,Nationalist Congress Party,5517,218651
2005.1,179,Islampur,GEN,M,Communist Party of India,27412,218651
2005.1,179,Islampur,GEN,M,Janata Dal (United),46510,218651
2005.1,180,Hilsa,GEN,M,Independent,850,208624
2005.1,180,Hilsa,GEN,M,Bahujan Samaj Party,2108,208624
2005.1,180,Hilsa,GEN,M,Independent,2260,208624
2005.1,180,Hilsa,GEN,F,Rashtriya Janata Dal,3401,208624
2005.1,180,Hilsa,GEN,M,Communist Party of India (Marxist-Leninist) (Liberation),7616,208624
2005.1,180,Hilsa,GEN,M,Lok Jan Shakti Party,29111,208624
2005.1,180,Hilsa,GEN,M,Janata Dal (United),41371,208624
2005.1,181,Chandi,GEN,M,Independent,874,165152
2005.1,181,Chandi,GEN,M,Bahujan Samaj Party,1355,165152
2005.1,181,Chandi,GEN,M,Indian Justice Party,1630,165152
2005.1,181,Chandi,GEN,M,Independent,2369,165152
2005.1,181,Chandi,GEN,M,Communist Party of India (Marxist-Leninist) (Liberation),2564,165152
2005.1,181,Chandi,GEN,M,Nationalist Congress Party,12560,165152
2005.1,181,Chandi,GEN,M,Lok Jan Shakti Party,12930,165152
2005.1,181,Chandi,GEN,M,Janata Dal (United),37186,165152
2005.1,182,Harnaut,GEN,M,Independent,1103,188436
2005.1,182,Harnaut,GEN,M,Independent,1335,188436
2005.1,182,Harnaut,GEN,M,Independent,1618,188436
2005.1,182,Harnaut,GEN,M,Independent,1750,188436
2005.1,182,Harnaut,GEN,M,Bahujan Samaj Party,2712,188436
2005.1,182,Harnaut,GEN,M,All India Forward Bloc,8234,188436
2005.1,182,Harnaut,GEN,M,Rashtriya Janata Dal,11517,188436
2005.1,182,Harnaut,GEN,M,Janata Dal (United),44110,188436
2005.1,183,Mokameh,GEN,M,Independent,685,206377
2005.1,183,Mokameh,GEN,M,Bahujan Samaj Party,931,206377
2005.1,183,Mokameh,GEN,M,Independent,1000,206377
2005.1,183,Mokameh,GEN,M,Independent,1186,206377
2005.1,183,Mokameh,GEN,M,Indian Justice Party,1367,206377
2005.1,183,Mokameh,GEN,M,Independent,1408,206377
2005.1,183,Mokameh,GEN,M,Independent,3015,206377
2005.1,183,Mokameh,GEN,M,Shivsena,5051,206377
2005.1,183,Mokameh,GEN,M,Indian National Congress,6834,206377
2005.1,183,Mokameh,GEN,M,Lok Jan Shakti Party,33042,206377
2005.1,183,Mokameh,GEN,M,Janata Dal (United),35877,206377
2005.1,184,Barh,GEN,M,Independent,686,220302
2005.1,184,Barh,GEN,M,Independent,1166,220302
2005.1,184,Barh,GEN,M,Lok Dal,1474,220302
2005.1,184,Barh,GEN,M,Samata Party,1660,220302
2005.1,184,Barh,GEN,M,Independent,1855,220302
2005.1,184,Barh,GEN,M,Bahujan Samaj Party,2160,220302
2005.1,184,Barh,GEN,M,Independent,3149,220302
2005.1,184,Barh,GEN,F,Lok Jan Shakti Party,16619,220302
2005.1,184,Barh,GEN,M,Rashtriya Janata Dal,24031,220302
2005.1,184,Barh,GEN,M,Janata Dal (United),37667,220302
2005.1,185,Bakhtiarpur,GEN,M,Independent,999,216548
2005.1,185,Bakhtiarpur,GEN,M,Independent,1412,216548
2005.1,185,Bakhtiarpur,GEN,M,Samajwadi Party,1592,216548
2005.1,185,Bakhtiarpur,GEN,M,Independent,2936,216548
2005.1,185,Bakhtiarpur,GEN,M,Bahujan Samaj Party,3762,216548
2005.1,185,Bakhtiarpur,GEN,M,Lok Jan Shakti Party,9718,216548
2005.1,185,Bakhtiarpur,GEN,M,Rashtriya Janata Dal,32719,216548
2005.1,185,Bakhtiarpur,GEN,M,Bharatiya Janata Party,35774,216548
2005.1,186,Fatwa,SC,M,Jammu & Kashmir National Panthers Party,1022,210824
2005.1,186,Fatwa,SC,M,Indian Justice Party,1053,210824
2005.1,186,Fatwa,SC,M,Rashtriya Lok Dal,1059,210824
2005.1,186,Fatwa,SC,M,Akhil Bharat Hindu Mahasabha,1106,210824
2005.1,186,Fatwa,SC,M,Samajwadi Party,1810,210824
2005.1,186,Fatwa,SC,M,Independent,2335,210824
2005.1,186,Fatwa,SC,M,Bahujan Samaj Party,3166,210824
2005.1,186,Fatwa,SC,M,Lok Jan Shakti Party,7104,210824
2005.1,186,Fatwa,SC,M,Communist Party of India (Marxist-Leninist) (Liberation),9298,210824
2005.1,186,Fatwa,SC,M,Indian National Congress,25066,210824
2005.1,186,Fatwa,SC,M,Janata Dal (United),35130,210824
2005.1,187,Masaurhi,GEN,M,Independent,716,230836
2005.1,187,Masaurhi,GEN,M,Indian Justice Party,1479,230836
2005.1,187,Masaurhi,GEN,M,Independent,1922,230836
2005.1,187,Masaurhi,GEN,M,Independent,2102,230836
2005.1,187,Masaurhi,GEN,M,Bahujan Samaj Party,2184,230836
2005.1,187,Masaurhi,GEN,M,Lok Jan Shakti Party,7049,230836
2005.1,187,Masaurhi,GEN,F,Communist Party of India (Marxist-Leninist) (Liberation),15129,230836
2005.1,187,Masaurhi,GEN,M,Rashtriya Janata Dal,30047,230836
2005.1,187,Masaurhi,GEN,F,Janata Dal (United),41314,230836
2005.1,188,Patna West,GEN,M,Independent,521,512503
2005.1,188,Patna West,GEN,F,Akhil Bharat Hindu Mahasabha,529,512503
2005.1,188,Patna West,GEN,M,Akhil Bharatiya Jan Sangh,596,512503
2005.1,188,Patna West,GEN,M,Independent,627,512503
2005.1,188,Patna West,GEN,M,Indian Justice Party,636,512503
2005.1,188,Patna West,GEN,M,Samajwadi Party,1211,512503
2005.1,188,Patna West,GEN,M,Independent,1576,512503
2005.1,188,Patna West,GEN,M,Bahujan Samaj Party,1635,512503
2005.1,188,Patna West,GEN,F,Communist Party of India (Marxist-Leninist) (Liberation),1773,512503
2005.1,188,Patna West,GEN,M,Independent,2606,512503
2005.1,188,Patna West,GEN,M,Lok Jan Shakti Party,8651,512503
2005.1,188,Patna West,GEN,M,Indian National Congress,31796,512503
2005.1,188,Patna West,GEN,M,Bharatiya Janata Party,117915,512503
2005.1,189,Patna Central,GEN,M,Rashtriya Lok Dal,208,361043
2005.1,189,Patna Central,GEN,M,Akhil Bharatiya Jan Sangh,268,361043
2005.1,189,Patna Central,GEN,M,Independent,309,361043
2005.1,189,Patna Central,GEN,M,Jammu & Kashmir National Panthers Party,315,361043
2005.1,189,Patna Central,GEN,M,Independent,389,361043
2005.1,189,Patna Central,GEN,M,Independent,392,361043
2005.1,189,Patna Central,GEN,M,Samajwadi Party,470,361043
2005.1,189,Patna Central,GEN,M,Bahujan Samaj Party,815,361043
2005.1,189,Patna Central,GEN,M,Communist Party of India (Marxist-Leninist) (Liberation),1025,361043
2005.1,189,Patna Central,GEN,M,Independent,1079,361043
2005.1,189,Patna Central,GEN,M,Shivsena,1909,361043
2005.1,189,Patna Central,GEN,M,Communist Party of India,2962,361043
2005.1,189,Patna Central,GEN,M,Nationalist Congress Party,29574,361043
2005.1,189,Patna Central,GEN,M,Bharatiya Janata Party,89614,361043
2005.1,190,Patna East,GEN,M,Independent,431,270951
2005.1,190,Patna East,GEN,F,Samajwadi Party,524,270951
2005.1,190,Patna East,GEN,M,Independent,608,270951
2005.1,190,Patna East,GEN,M,Independent,759,270951
2005.1,190,Patna East,GEN,F,Independent,818,270951
2005.1,190,Patna East,GEN,M,Bahujan Samaj Party,841,270951
2005.1,190,Patna East,GEN,M,Independent,1607,270951
2005.1,190,Patna East,GEN,M,Communist Party of India (Marxist-Leninist) (Liberation),2628,270951
2005.1,190,Patna East,GEN,M,Lok Jan Shakti Party,5677,270951
2005.1,190,Patna East,GEN,F,Rashtriya Janata Dal,34178,270951
2005.1,190,Patna East,GEN,M,Bharatiya Janata Party,70148,270951
2005.1,191,Dinapur,GEN,M,Indian Justice Party,771,247905
2005.1,191,Dinapur,GEN,M,Independent,913,247905
2005.1,191,Dinapur,GEN,F,Lok Dal,928,247905
2005.1,191,Dinapur,GEN,M,Bahujan Samaj Party,1304,247905
2005.1,191,Dinapur,GEN,M,Independent,1464,247905
2005.1,191,Dinapur,GEN,M,Lok Jan Shakti Party,7914,247905
2005.1,191,Dinapur,GEN,M,Rashtriya Janata Dal,32827,247905
2005.1,191,Dinapur,GEN,F,Bharatiya Janata Party,49989,247905
2005.1,192,Maner,GEN,M,Apna Dal,688,215323
2005.1,192,Maner,GEN,M,Samajwadi Party,716,215323
2005.1,192,Maner,GEN,M,Bahujan Samaj Party,1162,215323
2005.1,192,Maner,GEN,M,Buddhiviveki Vikas Party,1643,215323
2005.1,192,Maner,GEN,M,Independent,2500,215323
2005.1,192,Maner,GEN,M,Communist Party of India (Marxist-Leninist) (Liberation),3178,215323
2005.1,192,Maner,GEN,M,Lok Jan Shakti Party,19132,215323
2005.1,192,Maner,GEN,M,Janata Dal (United),30538,215323
2005.1,192,Maner,GEN,M,Rashtriya Janata Dal,34669,215323
2005.1,193,Phulwari,SC,M,Independent,521,289619
2005.1,193,Phulwari,SC,M,Independent,564,289619
2005.1,193,Phulwari,SC,M,Independent,575,289619
2005.1,193,Phulwari,SC,M,Ambedkar National Congress,673,289619
2005.1,193,Phulwari,SC,M,Independent,1014,289619
2005.1,193,Phulwari,SC,M,Samajwadi Party,1305,289619
2005.1,193,Phulwari,SC,F,Bahujan Samaj Party,1836,289619
2005.1,193,Phulwari,SC,M,Independent,1959,289619
2005.1,193,Phulwari,SC,M,Independent,2675,289619
2005.1,193,Phulwari,SC,M,Communist Party of India (Marxist-Leninist) (Liberation),5521,289619
2005.1,193,Phulwari,SC,M,Lok Jan Shakti Party,10607,289619
2005.1,193,Phulwari,SC,M,Janata Dal (United),44420,289619
2005.1,193,Phulwari,SC,M,Rashtriya Janata Dal,44999,289619
2005.1,194,Bikram,GEN,F,Independent,349,208286
2005.1,194,Bikram,GEN,M,Independent,420,208286
2005.1,194,Bikram,GEN,M,Independent,917,208286
